ReviewID;CustomerID;ProductID;Rating;ReviewDate;ReviewText;SentimentScore;SentimentCategory;SentimentBucket
594;14;4;2;01/10/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
595;46;5;4;18/09/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
596;48;15;3;27/06/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
597;11;1;5;07/09/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
598;3;2;5;04/08/2023;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
599;94;19;5;01/08/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
600;65;3;2;11/01/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
601;25;11;5;31/07/2025;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
602;56;8;3;08/02/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
603;88;4;5;02/07/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
604;87;2;3;10/06/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
605;1;3;3;17/06/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
606;48;8;5;14/10/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
607;25;14;3;07/07/2025;Great purchase, very satisfied.;0.8016;Mixed Positive;0.5 to 1.0
608;7;9;4;21/03/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
609;40;10;3;23/10/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
610;69;3;5;29/01/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
611;6;4;2;06/12/2023;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
612;38;2;4;17/06/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
613;48;12;3;10/02/2025;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
614;23;2;3;20/01/2025;I love this product, will buy again!;0.6696;Mixed Positive;0.5 to 1.0
615;98;1;5;08/01/2025;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
616;38;20;5;14/11/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
617;29;15;4;22/12/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
618;45;7;4;21/08/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
619;68;14;5;06/12/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
620;100;1;5;22/10/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
621;70;14;2;13/05/2025;The product arrived late.;0.0;Negative;0.0 to 0.49
622;30;4;4;22/12/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
623;5;1;3;15/06/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
624;82;14;5;28/11/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
625;32;10;5;20/02/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
626;38;11;5;18/12/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
627;18;6;5;26/06/2023;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
628;22;4;3;30/08/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
629;16;20;5;28/07/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
630;31;10;4;14/08/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
631;73;12;4;30/10/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
632;40;20;3;24/02/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
633;52;3;2;26/12/2023;The product arrived late.;0.0;Negative;0.0 to 0.49
634;27;13;4;25/02/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
635;85;16;3;22/02/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
636;37;13;4;18/12/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
637;17;7;3;21/08/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
638;63;16;2;23/08/2025;Good quality, but could be cheaper.;0.2382;Mixed Negative;0.0 to 0.49
639;14;12;5;07/07/2024;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
640;23;14;3;09/08/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
641;58;9;1;05/01/2024;I had a bad experience with this product.;-0.5423;Negative;-1.0 to -0.5
642;53;17;2;28/04/2025;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
643;89;16;5;07/01/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
644;97;10;5;25/11/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
645;23;20;5;02/11/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
646;75;2;5;09/10/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
647;68;2;4;03/01/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
648;76;5;4;19/03/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
649;8;17;2;05/02/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
650;28;3;4;08/11/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
651;38;9;4;10/09/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
652;39;19;5;06/05/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
653;66;16;5;14/01/2025;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
654;46;8;1;01/01/2023;The color was different from what was shown.;0.0;Negative;0.0 to 0.49
655;63;16;4;06/04/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
656;17;11;3;22/07/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
657;35;11;5;18/10/2025;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
658;3;18;1;16/06/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
659;29;20;5;16/03/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
660;62;5;5;06/10/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
661;40;18;2;20/09/2025;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
662;15;5;4;24/03/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
663;23;10;5;26/05/2025;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
664;31;16;3;11/08/2025;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
665;99;12;2;03/01/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
666;53;19;3;25/05/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
667;80;14;4;08/01/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
668;55;4;5;25/04/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
669;19;19;4;31/12/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
670;53;13;5;31/03/2024;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
671;24;5;3;28/03/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
672;95;14;5;15/02/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
673;74;12;4;16/10/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
674;29;1;3;30/08/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
675;24;9;2;07/02/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
676;6;12;5;14/03/2024;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
677;6;17;4;29/03/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
678;49;9;3;19/05/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
679;10;8;2;29/09/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
680;60;20;4;12/06/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
681;48;16;5;21/03/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
682;80;11;1;05/01/2023;Not satisfied, the product broke after a week.;-0.6288;Negative;-1.0 to -0.5
683;22;10;3;06/04/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
684;92;12;2;12/01/2025;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
685;86;14;1;22/03/2024;The color was different from what was shown.;0.0;Negative;0.0 to 0.49
686;31;17;5;09/05/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
687;86;17;2;16/07/2023;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
688;32;12;4;07/07/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
689;34;16;4;23/04/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
690;61;19;4;11/10/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
691;40;7;3;27/07/2024;Five stars for the quick delivery.;0.0;Neutral;0.0 to 0.49
692;64;10;3;22/12/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
693;58;10;5;31/08/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
694;27;13;3;05/07/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
695;13;14;4;15/09/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
696;48;11;4;07/10/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
697;13;7;4;21/09/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
698;4;18;3;28/06/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
699;42;19;3;30/01/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
700;14;2;4;23/11/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
701;68;4;5;02/01/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
702;92;3;3;06/02/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
703;3;16;5;17/04/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
704;8;20;5;26/09/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
705;88;11;5;25/05/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
706;75;5;5;03/01/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
707;96;16;2;08/08/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
708;70;17;5;20/01/2024;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
709;1;16;5;25/02/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
710;88;7;5;26/09/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
711;39;12;5;07/12/2023;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
712;53;17;3;17/09/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
713;55;12;4;12/12/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
714;76;2;4;11/01/2023;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
715;13;2;4;26/03/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
716;64;2;3;12/08/2023;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
717;82;1;5;07/03/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
718;30;20;1;19/05/2023;Terrible customer service, would not buy again.;-0.4767;Negative;-0.49 to 0.0
719;24;4;2;03/12/2025;The product is okay, but the instructions were unclear.;-0.2617;Negative;-0.49 to 0.0
720;41;4;5;05/08/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
721;4;15;2;25/09/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
722;68;16;4;14/10/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
723;84;7;2;22/11/2023;The product arrived late.;0.0;Negative;0.0 to 0.49
724;31;3;4;21/01/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
725;13;6;4;30/09/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
726;33;20;5;16/10/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
727;39;1;3;24/09/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
728;30;1;5;23/08/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
729;99;9;1;17/03/2023;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
730;67;6;4;15/01/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
731;4;7;5;13/07/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
732;56;20;4;02/03/2025;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
733;75;13;4;07/11/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
734;63;2;5;10/03/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
735;22;15;4;02/03/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
736;72;6;5;17/10/2023;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
737;45;15;3;11/10/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
738;3;12;4;22/08/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
739;70;18;3;05/07/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
740;33;5;2;05/02/2025;Good quality, but could be cheaper.;0.2382;Mixed Negative;0.0 to 0.49
741;3;9;3;24/05/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
742;84;7;3;03/03/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
743;89;3;3;15/05/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
744;63;19;3;31/03/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
745;85;12;5;17/05/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
746;24;13;5;28/03/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
747;84;1;5;27/04/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
748;100;13;3;15/09/2025;Great purchase, very satisfied.;0.8016;Mixed Positive;0.5 to 1.0
749;64;13;2;28/06/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
750;3;5;4;20/06/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
751;58;17;5;11/07/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
752;7;12;1;11/10/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
753;94;4;5;29/01/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
754;55;11;4;11/07/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
755;27;15;4;31/03/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
756;94;8;4;25/03/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
757;8;13;4;27/09/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
758;53;1;2;23/05/2024;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
759;21;16;2;13/12/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
760;100;5;3;18/12/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
761;49;16;3;17/03/2025;Customer support was very helpful.;0.6997;Mixed Positive;0.5 to 1.0
762;39;13;4;31/05/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
763;54;16;3;16/08/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
764;84;11;1;08/07/2024;Terrible customer service, would not buy again.;-0.4767;Negative;-0.49 to 0.0
765;74;18;1;11/12/2024;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
766;83;7;4;31/07/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
767;48;11;5;09/10/2023;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
768;24;16;4;18/02/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
769;77;7;5;02/09/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
770;52;1;4;02/02/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
771;32;12;4;21/03/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
772;62;4;4;13/09/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
773;17;14;2;21/06/2024;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
774;46;6;5;10/12/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
775;13;16;4;31/08/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
776;17;13;5;12/01/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
777;81;6;5;14/02/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
778;97;7;5;11/06/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
779;66;17;5;25/05/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
780;83;1;5;23/10/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
781;68;13;5;06/06/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
782;25;3;5;19/08/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
783;21;18;5;30/11/2024;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
784;22;16;2;09/12/2024;The product is okay, but the instructions were unclear.;-0.2617;Negative;-0.49 to 0.0
785;9;10;4;11/10/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
786;37;13;5;29/07/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
787;59;5;3;08/08/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
788;83;15;3;16/05/2025;Customer support was very helpful.;0.6997;Mixed Positive;0.5 to 1.0
789;7;17;5;08/04/2023;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
790;73;9;4;08/06/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
791;11;18;3;27/06/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
792;88;14;3;29/07/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
793;53;7;5;21/05/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
794;24;17;5;03/12/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
795;4;14;5;16/12/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
796;27;17;5;27/02/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
797;68;19;5;22/02/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
798;95;13;2;22/08/2023;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
799;96;9;3;17/07/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
800;74;8;5;23/05/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
801;36;10;2;09/01/2023;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
802;12;16;5;04/03/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
803;6;11;4;22/09/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
804;16;8;3;22/09/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
805;76;20;2;28/10/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
806;18;9;5;28/08/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
807;68;8;3;06/03/2025;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
808;49;6;3;12/12/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
809;37;17;2;20/08/2023;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
810;56;2;2;24/06/2025;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
811;10;2;3;28/01/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
812;80;20;4;19/04/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
813;58;15;5;28/03/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
814;93;3;3;28/10/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
815;72;6;1;19/11/2025;I had a bad experience with this product.;-0.5423;Negative;-1.0 to -0.5
816;91;1;4;11/01/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
817;6;15;3;17/11/2024;Five stars for the quick delivery.;0.0;Neutral;0.0 to 0.49
818;55;20;3;11/12/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
819;20;15;4;12/05/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
820;47;19;3;10/04/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
821;98;12;3;19/10/2025;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
822;47;15;4;28/01/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
823;59;14;5;29/09/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
824;77;13;3;30/07/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
825;21;18;1;10/01/2023;Not satisfied, the product broke after a week.;-0.6288;Negative;-1.0 to -0.5
826;8;11;4;29/10/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
827;84;18;5;05/04/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
828;53;20;5;28/02/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
829;31;9;4;17/05/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
830;61;19;2;23/07/2025;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
831;48;17;3;30/08/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
832;44;17;3;23/04/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
833;31;18;5;29/08/2023;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
834;74;1;2;21/09/2025;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
835;12;12;5;07/05/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
836;52;9;1;25/10/2023;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
837;19;16;5;11/12/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
838;61;17;5;21/04/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
839;79;7;4;02/08/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
840;44;10;4;30/01/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
841;88;10;3;25/08/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
842;70;17;5;03/10/2024;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
843;51;13;2;28/08/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
844;66;10;4;01/07/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
845;89;7;3;26/07/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
846;17;17;4;22/04/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
847;6;5;1;29/05/2025;Terrible customer service, would not buy again.;-0.4767;Negative;-0.49 to 0.0
848;6;18;1;08/03/2023;The product stopped working after a month.;-0.2263;Negative;-0.49 to 0.0
849;78;10;2;01/02/2025;Good quality, but could be cheaper.;0.2382;Mixed Negative;0.0 to 0.49
850;89;12;4;24/07/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
851;31;12;5;29/11/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
852;37;11;4;03/12/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
853;42;11;3;19/05/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
854;7;5;5;09/06/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
855;2;7;2;08/01/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
856;23;6;5;03/01/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
857;11;15;4;17/10/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
858;92;17;3;05/05/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
859;6;19;5;25/06/2024;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
860;27;5;3;26/01/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
861;70;8;5;18/04/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
862;4;10;2;17/01/2025;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
863;93;5;3;05/07/2025;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
864;85;1;4;16/01/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
865;17;13;4;03/03/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
866;36;16;5;03/03/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
867;7;8;1;20/07/2023;Terrible customer service, would not buy again.;-0.4767;Negative;-0.49 to 0.0
868;10;14;4;01/11/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
869;18;3;4;02/02/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
870;19;2;3;19/03/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
871;3;5;5;20/03/2024;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
872;96;3;2;14/04/2025;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
873;82;15;5;21/06/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
874;78;8;4;09/11/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
875;44;20;4;27/11/2023;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
876;10;19;1;19/06/2024;The product stopped working after a month.;-0.2263;Negative;-0.49 to 0.0
877;78;14;3;28/08/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
878;24;10;2;26/05/2025;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
879;2;6;4;16/09/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
880;29;13;5;31/07/2023;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
881;63;2;4;25/04/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
882;6;7;4;08/10/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
883;4;9;4;08/07/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
884;24;2;5;08/11/2023;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
885;58;6;5;10/09/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
886;95;15;5;14/02/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
887;38;10;2;17/03/2025;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
